order_id,user_id,product_id,quantity,amount,order_time
20888,4162,99,2,7252.36,2025-01-29
20889,4911,32,3,2630.58,2026-05-19
20890,1175,73,3,14841.6,2024-07-23
20891,2950,159,5,24757.25,2026-01-24
20892,1810,143,3,1426.71,2025-10-12
20893,437,178,5,22565.9,2025-11-25
20894,4886,3,1,126.64,2026-01-06
20895,235,104,1,3889.49,2025-07-25
20896,4771,35,1,490.43,2026-04-11
20897,2146,115,2,9425.54,2025-02-10
20898,3576,54,5,24904.6,2026-02-06
20899,4857,86,1,200.47,2026-03-21
20900,3562,112,2,6912.92,2025-06-01
20901,2475,199,2,4293.5,2025-09-20
20902,227,84,2,6452.04,2024-09-02
20903,2611,101,1,2025.75,2026-03-18
20904,2276,154,3,10898.46,2024-05-27
20905,4802,83,1,3296.1,2026-04-15
20906,1816,98,2,279.76,2024-09-07
20907,3855,35,4,1961.72,2026-04-27
20908,3996,156,1,3988.12,2026-06-12
20909,1411,99,1,3626.18,2025-12-31
20910,4765,113,3,14791.71,2025-10-25
20911,3380,123,1,4278.63,2025-12-07
20912,1846,144,1,4224.5,2025-09-17
20913,1338,176,2,6103.94,2024-09-06
20914,118,81,2,5370.08,2026-03-17
20915,1869,88,4,11476.32,2026-04-04
20916,2098,69,2,3213.72,2026-04-13
20917,1814,150,5,15105.4,2024-10-09
20918,1588,12,3,13873.59,2026-05-07
20919,3253,93,1,2224.55,2025-12-04
20920,543,58,1,3606.29,2025-11-08
20921,2375,39,5,2504.35,2025-09-07
20922,1527,164,3,9173.22,2026-01-15
20923,3568,6,5,10538.85,2026-02-18
20924,1270,176,5,15259.85,2026-04-24
20925,602,8,3,12011.76,2026-02-23
20926,3615,70,1,3515.93,2025-07-29
20927,2150,55,1,1681.23,2025-07-10
20928,3302,94,3,11229.33,2025-06-11
20929,388,61,2,5644.04,2025-05-11
20930,3681,83,3,9888.3,2026-05-02
20931,1603,94,5,18715.55,2026-02-11
20932,3283,138,5,8395.1,2025-02-03
20933,2697,48,1,1536.12,2025-04-03
20934,4435,66,3,744.18,2025-08-30
20935,4152,110,3,4752.45,2024-03-20
20936,3834,107,1,3410.45,2024-03-17
20937,1306,152,5,16142.7,2024-02-23
20938,717,120,1,2372.95,2026-04-17
20939,3656,28,4,19766.44,2025-10-21
20940,2992,34,5,18935.7,2025-04-18
20941,314,57,3,9327.87,2025-10-28
20942,2281,67,2,3389.86,2026-02-21
20943,2623,26,2,6580.76,2026-05-09
20944,888,191,2,6712.54,2025-08-30
20945,4343,150,3,9063.24,2025-05-21
20946,2490,107,3,10231.35,2026-05-27
20947,1923,164,2,6115.48,2025-12-01
20948,4030,37,2,8149.74,2025-08-06
20949,3064,131,4,3756.76,2026-05-12
20950,161,90,1,4644.67,2025-10-03
20951,2188,64,2,9532.76,2025-10-11
20952,2352,108,2,5675.66,2026-01-30
20953,1484,104,4,15557.96,2025-01-07
20954,3893,151,1,4886.01,2025-02-25
20955,1738,199,2,4293.5,2024-01-02
20956,4221,58,4,14425.16,2025-09-02
20957,1909,140,5,1776.6,2025-10-04
20958,1371,86,1,200.47,2024-10-11
20959,1978,52,1,700.05,2025-10-30
20960,3396,11,5,6552.0,2025-05-21
20961,2455,9,2,9457.38,2026-05-15
20962,4260,133,5,16884.6,2024-11-06
20963,4958,70,2,7031.86,2025-01-04
20964,2288,71,2,8280.06,2024-10-18
20965,1237,110,4,6336.6,2024-01-05
20966,3175,146,4,18883.96,2024-05-28
20967,1207,65,3,11949.09,2025-06-17
20968,505,112,1,3456.46,2025-06-08
20969,3768,79,4,2260.72,2026-03-25
20970,4621,54,1,4980.92,2024-12-24
20971,1404,137,2,7641.88,2025-05-30
20972,1768,71,4,16560.12,2025-04-08
20973,3734,188,3,12573.42,2024-08-12
20974,701,137,2,7641.88,2025-03-02
20975,3205,172,5,12329.5,2025-09-24
20976,4146,139,4,10772.32,2025-09-18
20977,3006,131,1,939.19,2026-04-14
20978,4791,5,3,186.45,2025-05-06
20979,4122,160,3,1496.34,2025-01-21
20980,4083,150,3,9063.24,2025-07-07
20981,11,54,2,9961.84,2025-08-30
20982,4904,181,2,2360.48,2025-09-09
20983,2059,190,4,8758.08,2025-12-11
20984,3678,178,1,4513.18,2026-05-10
20985,2820,107,5,17052.25,2025-09-09
20986,973,26,2,6580.76,2026-01-26
20987,3793,67,3,5084.79,2025-06-10
20988,2455,182,3,518.43,2026-04-23
20989,842,169,1,1362.65,2025-05-15
20990,4455,127,5,10537.6,2026-03-03
20991,285,122,4,17275.6,2024-01-01
20992,2436,136,4,16729.0,2026-02-02
20993,2832,24,2,328.54,2025-07-22
20994,4521,13,5,19439.05,2024-09-12
20995,1030,75,2,8762.4,2026-01-17
20996,4452,109,2,1706.08,2024-06-16
20997,2967,188,1,4191.14,2024-09-20
20998,554,142,4,9819.24,2026-03-31
20999,268,46,3,5618.7,2026-04-23
21000,1241,5,1,62.15,2025-03-25
21001,4160,141,1,1083.29,2026-03-28
21002,2490,152,3,9685.62,2024-06-25
21003,2589,144,5,21122.5,2026-02-24
21004,470,29,3,5293.5,2026-05-28
21005,3288,19,3,10738.47,2025-10-09
21006,3937,81,3,8055.12,2025-11-28
21007,2020,188,3,12573.42,2024-08-24
21008,2024,190,4,8758.08,2025-05-06
21009,1590,176,4,12207.88,2024-03-24
21010,4974,32,1,876.86,2026-05-18
21011,2061,46,1,1872.9,2025-05-18
21012,4318,81,5,13425.2,2025-12-27
21013,1420,71,3,12420.09,2026-04-08
21014,881,69,5,8034.3,2025-11-28
21015,839,184,5,3753.35,2024-12-09
21016,752,123,5,21393.15,2026-03-05
21017,270,161,5,16764.3,2024-01-23
21018,3370,23,4,3503.4,2025-01-21
21019,4828,123,3,12835.89,2025-08-08
21020,4712,98,1,139.88,2025-06-30
21021,3504,189,2,2562.56,2024-07-29
21022,3961,132,4,13321.92,2026-01-17
21023,2076,193,5,11171.85,2024-11-25
21024,1313,130,2,9436.18,2025-08-13
21025,2285,93,3,6673.65,2026-02-07
21026,384,186,3,9967.8,2025-08-18
21027,4181,73,5,24736.0,2025-12-12
21028,4342,28,4,19766.44,2024-12-02
21029,2809,161,2,6705.72,2024-05-13
21030,804,23,5,4379.25,2025-09-15
21031,4336,84,2,6452.04,2025-05-15
21032,1097,119,4,13481.04,2026-06-07
21033,3743,31,1,4688.87,2026-04-03
21034,4484,48,2,3072.24,2026-01-27
21035,3720,46,3,5618.7,2025-10-31
21036,4772,127,2,4215.04,2024-03-17
21037,2697,45,2,9124.8,2026-03-28
21038,4267,95,3,3191.31,2025-12-11
21039,809,160,3,1496.34,2025-02-08
21040,2152,51,2,2811.04,2025-01-16
21041,3294,47,2,550.94,2026-03-27
21042,1306,61,2,5644.04,2024-05-07
21043,3460,178,4,18052.72,2026-04-05
21044,2420,35,3,1471.29,2026-04-25
21045,4225,143,5,2377.85,2025-02-18
21046,1197,165,3,2428.83,2026-01-11
21047,4568,56,4,7756.08,2025-07-05
21048,3525,59,2,3981.1,2026-02-12
21049,1526,153,2,404.78,2025-06-17
21050,1600,20,4,997.52,2025-06-19
21051,1045,176,1,3051.97,2025-07-10
21052,2154,86,4,801.88,2024-09-17
21053,1868,148,2,9409.98,2024-05-19
21054,1376,143,3,1426.71,2025-06-04
21055,612,62,3,6838.29,2025-02-02
21056,3317,94,3,11229.33,2025-08-15
21057,1599,14,1,2893.42,2025-10-22
21058,4950,105,5,7381.7,2025-06-16
21059,1978,149,5,13974.2,2025-10-28
21060,4398,178,2,9026.36,2026-05-13
21061,639,69,3,4820.58,2025-09-14
21062,4167,143,3,1426.71,2026-06-12
21063,1923,63,3,9753.09,2025-02-24
21064,646,171,3,5007.3,2025-03-07
21065,4270,27,4,16085.32,2025-07-21
21066,1999,126,2,3741.54,2024-09-28
21067,90,61,4,11288.08,2025-04-05
21068,3279,54,1,4980.92,2024-05-28
21069,2367,187,2,535.32,2024-10-02
21070,824,167,3,9381.21,2025-08-18
21071,551,117,3,11606.55,2026-06-26
21072,60,163,4,12873.8,2024-10-28
21073,4223,81,5,13425.2,2024-12-13
21074,4179,9,4,18914.76,2026-02-12
21075,1244,107,5,17052.25,2024-08-23
21076,3480,110,2,3168.3,2025-03-09
21077,946,123,2,8557.26,2026-05-29
21078,1641,60,2,9058.8,2026-04-12
21079,1953,62,1,2279.43,2026-06-25
21080,2634,106,2,3307.36,2026-02-27
21081,3502,68,4,9516.8,2026-05-02
21082,890,144,4,16898.0,2026-06-19
21083,574,144,5,21122.5,2026-03-13
21084,513,96,2,3773.54,2025-05-23
21085,4161,32,5,4384.3,2025-10-10
21086,1965,102,4,9069.24,2026-01-10
21087,4052,38,3,646.02,2026-01-08
21088,2231,167,2,6254.14,2026-01-15
21089,2284,190,1,2189.52,2025-03-25
21090,4985,191,1,3356.27,2026-05-25
21091,612,105,3,4429.02,2024-03-08
21092,438,16,5,23126.85,2026-02-13
21093,1460,54,5,24904.6,2026-05-09
21094,524,143,5,2377.85,2026-05-25
21095,3578,18,2,3746.9,2024-09-14
21096,4896,4,5,7004.7,2024-10-30
21097,3399,37,1,4074.87,2024-12-13
21098,2262,40,1,293.18,2025-04-08
21099,1024,63,1,3251.03,2025-02-19
21100,1580,68,5,11896.0,2026-04-07
21101,322,145,2,7208.26,2026-01-14
21102,3127,120,1,2372.95,2025-11-01
21103,2832,176,4,12207.88,2025-10-31
21104,4276,19,1,3579.49,2026-04-03
21105,2428,86,2,400.94,2026-03-02
21106,2981,167,1,3127.07,2025-11-19
21107,3758,193,3,6703.11,2024-12-15
21108,450,53,3,12314.58,2026-03-18
21109,1285,146,3,14162.97,2026-02-18
21110,3519,39,1,500.87,2025-04-15
21111,1661,188,2,8382.28,2026-04-01
21112,904,92,5,18906.65,2025-04-14
21113,1178,163,2,6436.9,2026-01-15
21114,330,73,4,19788.8,2024-08-29
21115,637,81,4,10740.16,2025-01-24
21116,1890,162,2,2905.64,2024-11-04
21117,1868,15,1,3493.42,2024-08-02
21118,2516,73,3,14841.6,2025-09-22
21119,413,103,3,12791.55,2025-09-03
21120,3834,19,5,17897.45,2025-01-20
21121,2416,75,1,4381.2,2025-10-10
21122,2587,85,5,5434.8,2025-06-07
21123,1565,191,2,6712.54,2026-02-13
21124,4611,82,5,7484.2,2024-12-04
21125,481,26,4,13161.52,2026-05-29
21126,2276,177,5,18944.65,2025-10-06
21127,3841,4,3,4202.82,2025-01-06
21128,3312,194,4,1499.44,2025-10-26
21129,2883,145,3,10812.39,2024-11-18
21130,3744,129,2,3167.42,2024-09-26
21131,2520,77,5,9213.9,2025-07-12
21132,4614,81,5,13425.2,2025-10-13
21133,4401,119,5,16851.3,2025-08-18
21134,655,113,1,4930.57,2024-10-29
21135,1978,107,1,3410.45,2025-09-07
21136,181,137,4,15283.76,2024-11-12
21137,4126,95,3,3191.31,2026-02-06
21138,3020,99,2,7252.36,2025-12-30
21139,765,138,1,1679.02,2024-12-16
21140,4136,177,3,11366.79,2025-02-12
21141,2367,48,5,7680.6,2025-05-26
21142,3299,176,5,15259.85,2026-06-25
21143,2780,143,3,1426.71,2026-01-24
21144,4988,45,5,22812.0,2025-08-05
21145,2372,2,1,4164.08,2025-10-23
21146,3391,58,2,7212.58,2024-06-03
21147,1783,166,1,1073.4,2025-09-07
21148,4781,3,5,633.2,2024-08-15
21149,1065,113,2,9861.14,2025-08-24
21150,2457,187,5,1338.3,2026-01-11
21151,1347,97,2,6378.86,2025-03-10
21152,2228,191,4,13425.08,2025-02-27
21153,1183,94,5,18715.55,2026-03-10
21154,4133,43,4,10740.48,2026-02-28
21155,2454,4,1,1400.94,2026-04-27
21156,539,171,1,1669.1,2024-02-06
21157,2424,189,1,1281.28,2026-04-05
21158,2304,86,5,1002.35,2025-11-05
21159,249,49,3,8036.97,2024-08-03
21160,4789,192,4,8702.48,2026-06-15
21161,1041,20,4,997.52,2024-05-26
21162,1392,85,4,4347.84,2024-12-07
21163,2173,173,5,23543.2,2025-03-18
21164,1336,145,4,14416.52,2025-07-06
21165,2260,66,4,992.24,2026-03-20
21166,500,150,4,12084.32,2026-02-13
21167,811,178,5,22565.9,2024-01-29
21168,4985,198,5,10484.05,2026-04-28
21169,3714,25,3,2130.72,2025-08-12
21170,3705,127,4,8430.08,2026-03-26
21171,1211,130,3,14154.27,2026-04-16
21172,3746,171,4,6676.4,2024-05-20
21173,1987,145,4,14416.52,2026-05-24
21174,1492,73,1,4947.2,2026-04-15
21175,4271,148,1,4704.99,2026-01-12
21176,3049,165,3,2428.83,2026-05-13
21177,4920,180,5,19471.85,2025-12-16
21178,2935,79,3,1695.54,2025-09-02
21179,4365,26,1,3290.38,2025-06-17
21180,1818,153,2,404.78,2026-04-21
21181,4320,64,5,23831.9,2026-02-26
21182,1276,159,2,9902.9,2025-12-18
21183,3023,158,5,16864.75,2026-03-23
21184,2878,113,1,4930.57,2025-04-28
21185,4015,138,2,3358.04,2025-01-17
21186,4088,166,2,2146.8,2026-06-21
21187,1148,109,4,3412.16,2025-11-26
21188,238,124,2,320.78,2026-04-19
21189,2123,85,4,4347.84,2025-09-23
21190,4596,98,1,139.88,2025-04-24
21191,1546,156,2,7976.24,2024-12-22
21192,3984,116,4,4480.52,2025-04-30
21193,4364,152,2,6457.08,2025-09-15
21194,987,157,1,2939.97,2024-03-09
21195,1624,81,2,5370.08,2024-12-12
21196,3122,103,2,8527.7,2026-05-04
21197,3727,17,3,10729.05,2024-10-20
21198,3902,101,3,6077.25,2026-03-17
21199,723,70,4,14063.72,2026-06-05
21200,1096,64,2,9532.76,2025-03-17
21201,3828,106,2,3307.36,2025-04-06
21202,4286,101,2,4051.5,2025-02-16
21203,996,159,2,9902.9,2026-04-08
21204,4662,57,3,9327.87,2025-07-09
21205,993,148,2,9409.98,2024-10-19
21206,2784,174,4,4697.56,2026-05-16
21207,156,130,2,9436.18,2026-03-06
21208,1896,105,3,4429.02,2025-07-21
21209,1777,82,4,5987.36,2025-05-25
21210,4769,50,3,6212.1,2026-06-24
21211,2117,188,4,16764.56,2025-06-15
21212,2421,41,4,6827.92,2026-01-08
21213,55,90,2,9289.34,2024-11-02
21214,85,76,5,19223.9,2025-11-03
21215,2889,198,3,6290.43,2026-04-02
21216,4688,145,4,14416.52,2024-10-25
21217,2780,138,4,6716.08,2026-05-11
21218,2670,90,3,13934.01,2026-02-14
21219,3837,115,3,14138.31,2025-11-25
21220,1009,195,1,2037.15,2024-12-05
21221,2365,170,3,12553.41,2025-04-25
21222,3687,144,5,21122.5,2025-12-11
21223,4348,166,5,5367.0,2024-08-22
21224,2200,142,5,12274.05,2024-06-17
21225,1360,164,1,3057.74,2025-04-10
21226,910,141,1,1083.29,2025-10-20
21227,3440,187,1,267.66,2026-02-08
21228,2914,155,4,18128.28,2024-08-30
21229,4696,8,2,8007.84,2024-12-14
21230,1007,87,1,2196.43,2026-06-23
21231,3053,53,2,8209.72,2025-08-03
21232,1144,133,2,6753.84,2026-02-22
21233,4399,133,2,6753.84,2026-05-21
21234,3221,82,5,7484.2,2025-04-25
21235,1225,48,1,1536.12,2026-01-18
21236,3879,24,3,492.81,2025-09-04
21237,4496,42,3,7712.94,2026-03-17
21238,68,137,5,19104.7,2025-06-20
21239,4250,192,4,8702.48,2026-05-10
21240,1015,197,4,18320.48,2025-12-01
21241,182,122,1,4318.9,2025-06-17
21242,4621,91,3,8002.77,2024-05-01
21243,4116,139,2,5386.16,2025-12-12
21244,4947,137,1,3820.94,2024-01-18
21245,2946,77,4,7371.12,2024-01-22
21246,2058,61,1,2822.02,2025-08-25
21247,2748,83,3,9888.3,2026-05-18
21248,1881,72,2,7340.32,2025-11-13
21249,3603,55,2,3362.46,2025-10-25
21250,655,196,4,15344.0,2025-05-21
21251,3687,108,4,11351.32,2026-03-12
21252,2289,25,5,3551.2,2026-01-28
21253,2200,127,3,6322.56,2025-06-07
21254,2832,199,4,8587.0,2026-05-08
21255,3409,56,3,5817.06,2026-06-15
21256,2236,27,5,20106.65,2025-12-07
21257,2512,151,1,4886.01,2025-11-13
21258,722,40,5,1465.9,2026-03-18
21259,3249,115,3,14138.31,2026-05-27
21260,1201,58,4,14425.16,2026-06-07
21261,4977,36,5,21565.9,2024-08-09
21262,2463,160,2,997.56,2026-03-27
21263,4674,128,3,12505.8,2024-07-19
21264,310,151,4,19544.04,2024-05-15
21265,1026,168,1,684.74,2025-02-25
21266,4413,111,4,18019.68,2026-06-10
21267,1533,176,3,9155.91,2025-07-21
21268,3644,152,2,6457.08,2024-05-27
21269,368,167,4,12508.28,2025-11-28
21270,4651,40,4,1172.72,2025-11-28
21271,2653,29,3,5293.5,2026-01-21
21272,1250,45,3,13687.2,2026-01-04
21273,2984,109,2,1706.08,2025-04-17
21274,4576,91,4,10670.36,2026-01-18
21275,3029,34,2,7574.28,2025-11-23
21276,3135,90,3,13934.01,2025-06-20
21277,4096,15,2,6986.84,2024-11-06
21278,940,70,3,10547.79,2025-03-24
21279,4110,82,1,1496.84,2025-09-10
21280,4238,71,2,8280.06,2024-11-16
21281,4024,130,4,18872.36,2025-03-19
21282,3692,98,4,559.52,2024-02-23
21283,590,129,4,6334.84,2026-04-19
21284,1783,121,4,7065.84,2025-12-24
21285,4569,182,1,172.81,2026-04-24
21286,1208,125,4,12268.2,2025-11-19
21287,4413,110,2,3168.3,2025-08-19
21288,4541,130,3,14154.27,2026-03-16
21289,2344,164,3,9173.22,2025-10-12
21290,847,196,3,11508.0,2026-03-30
21291,2425,28,3,14824.83,2026-05-25
21292,4681,103,2,8527.7,2025-09-07
21293,799,148,4,18819.96,2024-11-04
21294,471,165,5,4048.05,2024-05-26
21295,3910,59,4,7962.2,2026-01-21
21296,4828,44,5,6874.75,2024-04-19
21297,2095,140,1,355.32,2025-12-04
21298,2995,32,3,2630.58,2024-10-14
21299,3130,38,1,215.34,2026-04-25
21300,1314,31,3,14066.61,2025-10-09
21301,2879,18,5,9367.25,2025-10-01
21302,3516,157,3,8819.91,2025-08-08
21303,1048,51,3,4216.56,2025-12-01
21304,1088,157,4,11759.88,2026-03-08
21305,3682,91,4,10670.36,2024-06-09
21306,283,63,4,13004.12,2025-03-21
21307,3649,112,1,3456.46,2026-05-27
21308,1399,81,2,5370.08,2026-03-10
21309,2734,20,5,1246.9,2025-11-02
21310,4068,159,1,4951.45,2025-06-17
21311,2358,31,4,18755.48,2025-12-28
21312,2936,186,4,13290.4,2025-03-08
21313,3819,85,2,2173.92,2025-10-07
21314,3239,135,1,1657.52,2026-02-02
21315,1773,12,4,18498.12,2026-02-26
21316,4078,189,3,3843.84,2026-01-21
21317,4103,43,5,13425.6,2024-01-03
21318,788,49,1,2678.99,2025-11-05
21319,3225,107,3,10231.35,2026-06-05
21320,43,40,1,293.18,2024-04-27
21321,4297,198,1,2096.81,2024-04-27
21322,2943,160,4,1995.12,2024-11-30
21323,4644,191,2,6712.54,2025-12-09
21324,4322,15,3,10480.26,2025-04-11
21325,3906,90,4,18578.68,2025-10-14
21326,4729,12,5,23122.65,2025-05-27
21327,3411,111,4,18019.68,2025-06-09
21328,1359,154,1,3632.82,2025-04-18
21329,1205,158,3,10118.85,2026-01-29
21330,3605,93,5,11122.75,2024-06-20
21331,2994,158,4,13491.8,2025-02-04
21332,2242,77,1,1842.78,2024-12-31
21333,538,190,5,10947.6,2026-01-20
21334,4012,171,1,1669.1,2025-03-12
21335,3869,22,4,8245.2,2026-03-22
21336,4577,17,4,14305.4,2024-05-05
21337,4526,151,1,4886.01,2025-12-26
21338,3584,25,3,2130.72,2024-06-19
21339,1351,70,3,10547.79,2024-01-21
21340,945,37,2,8149.74,2024-10-18
21341,3857,57,4,12437.16,2024-12-23
21342,1824,99,3,10878.54,2025-07-26
21343,2626,70,1,3515.93,2026-05-29
21344,3899,22,3,6183.9,2026-05-04
21345,3488,4,5,7004.7,2025-12-06
21346,4207,58,5,18031.45,2025-03-07
21347,4308,172,1,2465.9,2026-05-18
21348,851,74,1,1399.11,2024-05-07
21349,2926,17,4,14305.4,2025-02-01
21350,996,146,5,23604.95,2025-11-05
21351,4762,181,3,3540.72,2025-10-17
21352,350,19,2,7158.98,2025-11-27
21353,1538,86,1,200.47,2025-10-20
21354,2978,61,5,14110.1,2024-12-16
21355,2729,57,1,3109.29,2026-04-08
21356,4347,79,3,1695.54,2026-05-11
21357,2367,44,3,4124.85,2024-09-12
21358,2237,147,5,17413.3,2026-04-27
21359,3876,153,4,809.56,2025-07-26
21360,3095,37,4,16299.48,2025-09-05
21361,3602,146,2,9441.98,2026-02-25
21362,4175,58,3,10818.87,2025-10-29
21363,4642,12,1,4624.53,2024-10-30
21364,924,32,3,2630.58,2026-05-13
21365,619,154,5,18164.1,2024-03-25
21366,4401,154,2,7265.64,2026-04-14
21367,3263,175,4,7914.6,2025-09-22
21368,3304,170,4,16737.88,2025-12-05
21369,2602,89,3,13167.6,2026-06-27
21370,1048,51,4,5622.08,2026-04-30
21371,1699,41,1,1706.98,2026-03-29
21372,2231,193,2,4468.74,2024-08-25
21373,1869,97,3,9568.29,2025-11-13
21374,2655,61,2,5644.04,2024-02-19
21375,83,127,2,4215.04,2026-06-29
21376,93,35,3,1471.29,2025-11-21
21377,3157,85,4,4347.84,2025-01-23
21378,3049,22,2,4122.6,2025-09-09
21379,1468,197,5,22900.6,2025-05-12
21380,2025,40,5,1465.9,2026-05-08
21381,4870,54,4,19923.68,2026-01-30
21382,3818,165,5,4048.05,2025-08-15
21383,2699,172,2,4931.8,2025-05-18
21384,792,29,5,8822.5,2024-08-25
21385,476,82,1,1496.84,2026-02-14
21386,504,117,5,19344.25,2026-04-12
21387,231,12,1,4624.53,2025-12-30
21388,1587,149,5,13974.2,2025-11-09
21389,1775,40,2,586.36,2025-09-20
21390,3091,30,5,15084.65,2024-09-16
21391,2257,64,5,23831.9,2024-04-29
21392,3971,41,5,8534.9,2026-02-16
21393,4227,79,2,1130.36,2026-03-16
21394,4839,47,4,1101.88,2024-05-29
21395,384,4,4,5603.76,2026-04-29
21396,3164,156,1,3988.12,2026-05-29
21397,2410,94,5,18715.55,2025-06-02
21398,761,176,2,6103.94,2024-03-05
21399,3953,57,3,9327.87,2025-08-19
21400,943,121,1,1766.46,2024-03-21
21401,2696,16,3,13876.11,2026-02-21
21402,1297,96,2,3773.54,2026-04-17
21403,2403,140,5,1776.6,2026-05-31
21404,2148,55,4,6724.92,2024-12-29
21405,1640,164,5,15288.7,2024-06-01
21406,4397,143,2,951.14,2025-12-07
21407,609,147,2,6965.32,2025-08-23
21408,882,146,1,4720.99,2025-12-18
21409,2251,156,1,3988.12,2025-10-07
21410,3093,184,2,1501.34,2025-04-14
21411,2160,151,2,9772.02,2025-11-02
21412,2429,112,2,6912.92,2024-09-08
21413,4851,11,1,1310.4,2026-03-14
21414,3002,171,1,1669.1,2025-12-11
21415,4892,85,2,2173.92,2025-12-02
21416,1995,128,3,12505.8,2025-08-07
21417,1324,45,5,22812.0,2025-03-23
21418,4318,39,3,1502.61,2026-05-26
21419,1012,79,1,565.18,2025-06-01
21420,4039,152,1,3228.54,2025-05-16
21421,689,173,3,14125.92,2025-10-06
21422,4069,36,3,12939.54,2024-08-18
21423,4214,97,4,12757.72,2024-10-10
21424,4270,108,3,8513.49,2025-01-22
21425,1243,4,3,4202.82,2024-06-01
21426,3448,193,4,8937.48,2024-08-03
21427,2045,102,5,11336.55,2025-09-29
21428,441,184,3,2252.01,2025-03-12
21429,1225,139,3,8079.24,2025-08-04
21430,2463,85,1,1086.96,2024-08-21
21431,4179,153,5,1011.95,2026-05-21
21432,2753,50,3,6212.1,2026-03-02
21433,1753,92,3,11343.99,2026-04-21
21434,4443,114,3,11540.13,2025-06-17
21435,4630,52,2,1400.1,2024-10-02
21436,3003,6,2,4215.54,2024-10-13
21437,4547,46,5,9364.5,2024-10-27
21438,3217,198,1,2096.81,2026-02-17
21439,3360,15,5,17467.1,2025-10-16
21440,3943,118,4,600.32,2026-03-13
21441,3297,189,3,3843.84,2026-06-25
21442,4310,33,5,18011.75,2025-01-02
21443,4015,81,3,8055.12,2025-11-04
21444,900,125,5,15335.25,2026-01-01
21445,1190,140,4,1421.28,2025-02-18
21446,653,31,3,14066.61,2025-07-18
21447,983,34,2,7574.28,2024-08-02
21448,576,32,3,2630.58,2026-05-14
21449,333,23,2,1751.7,2026-01-23
21450,4308,102,1,2267.31,2026-02-16
21451,289,69,2,3213.72,2024-07-02
21452,2214,40,5,1465.9,2026-02-07
21453,2174,194,3,1124.58,2026-04-20
21454,3834,123,3,12835.89,2024-11-25
21455,1056,31,5,23444.35,2026-03-04
21456,4370,140,3,1065.96,2025-12-30
21457,1325,103,4,17055.4,2026-02-04
21458,3596,42,3,7712.94,2026-05-04
21459,3828,148,3,14114.97,2026-01-12
21460,2663,14,1,2893.42,2025-07-26
21461,2324,75,3,13143.6,2026-04-29
21462,1883,188,3,12573.42,2025-07-31
21463,3064,115,4,18851.08,2026-04-28
21464,1154,90,2,9289.34,2025-05-04
21465,3371,2,2,8328.16,2024-07-02
21466,97,159,3,14854.35,2024-12-17
21467,277,183,2,3899.36,2025-11-27
21468,2848,35,1,490.43,2025-09-03
21469,332,27,1,4021.33,2025-04-04
21470,2253,133,2,6753.84,2025-03-25
21471,4199,75,1,4381.2,2024-10-27
21472,3052,179,3,13744.77,2024-05-24
21473,3697,92,2,7562.66,2025-07-06
21474,2408,144,4,16898.0,2026-06-13
21475,3203,116,3,3360.39,2024-11-11
21476,2087,168,3,2054.22,2024-07-02
21477,307,90,3,13934.01,2025-08-19
21478,884,88,2,5738.16,2026-03-21
21479,4290,196,4,15344.0,2026-04-12
21480,3590,119,4,13481.04,2025-05-25
21481,3642,81,4,10740.16,2024-05-03
21482,4345,172,2,4931.8,2026-05-19
21483,2163,169,1,1362.65,2026-05-10
21484,3148,16,3,13876.11,2026-02-04
21485,2784,117,3,11606.55,2026-05-13
21486,3142,42,1,2570.98,2025-09-07
21487,4604,148,2,9409.98,2024-04-12
21488,155,190,4,8758.08,2025-03-03
21489,3631,116,2,2240.26,2024-11-27
21490,461,107,1,3410.45,2024-08-05
21491,1397,156,5,19940.6,2025-10-12
21492,791,188,5,20955.7,2025-04-18
21493,3710,41,1,1706.98,2026-05-01
21494,1868,129,1,1583.71,2025-06-28
21495,1689,16,4,18501.48,2024-10-19
21496,577,132,3,9991.44,2026-01-16
21497,3765,54,4,19923.68,2025-05-07
21498,2544,29,3,5293.5,2026-05-11
21499,362,200,4,14112.0,2025-11-04
21500,457,194,2,749.72,2026-06-27
21501,3250,152,3,9685.62,2025-08-23
21502,4225,41,4,6827.92,2025-06-21
21503,3562,63,1,3251.03,2024-04-08
21504,3111,56,4,7756.08,2025-01-05
21505,3530,14,2,5786.84,2026-05-05
21506,4908,181,1,1180.24,2025-08-22
21507,4969,126,3,5612.31,2025-11-29
21508,350,172,1,2465.9,2026-03-10
21509,2693,171,4,6676.4,2026-05-22
21510,4548,129,2,3167.42,2025-06-16
21511,4084,118,4,600.32,2024-12-27
21512,109,97,4,12757.72,2026-05-01
21513,1232,128,5,20843.0,2025-03-03
21514,577,139,2,5386.16,2026-04-13
21515,241,148,1,4704.99,2026-04-23
21516,2639,79,5,2825.9,2025-01-21
21517,2042,149,1,2794.84,2026-04-30
21518,371,87,1,2196.43,2024-11-19
21519,2153,73,3,14841.6,2025-09-22
21520,98,148,3,14114.97,2025-11-06
21521,4192,117,2,7737.7,2026-06-27
21522,1949,145,2,7208.26,2025-02-20
21523,1496,106,4,6614.72,2025-01-26
21524,2094,191,2,6712.54,2026-03-02
21525,2938,79,2,1130.36,2025-05-17
21526,2079,133,3,10130.76,2026-03-14
21527,2456,174,5,5871.95,2025-12-26
21528,3447,106,3,4961.04,2025-11-15
21529,1406,52,2,1400.1,2024-12-31
